Park,Name,ShortName,Unit Code,Park Type,Region,State,Year,Date,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude,Summer,Autumn,Winter,Spring
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2012,Jan 1 2012,7845,20,0,82,37.18,-86.1,235442,91838,29503,151271
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2013,Jan 1 2013,7795,40,12,98,37.18,-86.1,254207,70136,29343,140855
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2014,Jan 1 2014,7874,0,0,107,37.18,-86.1,251406,97477,30183,143562
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2015,Jan 1 2015,10855,36,0,94,37.18,-86.1,283747,106170,33779,143199
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2016,Jan 1 2016,11253,24,8,107,37.18,-86.1,272069,124197,36513,153735
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2017,Jan 1 2017,9842,24,4,131,37.18,-86.1,281993,113083,36321,156456
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2018,Jan 1 2018,7719,40,8,197,37.18,-86.1,238275,110846,26540,157545
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2019,Jan 1 2019,3651,0,0,3,37.18,-86.1,251831,114485,30824,154450
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2020,Jan 1 2020,14165,0,0,60,37.18,-86.1,111214,93324,39345,46509
Mammoth Cave NP,Mammoth Cave National Park,Mammoth Cave,MACA,National Park,Southeast,KY,2021,Jan 1 2021,9297,177,0,88,37.18,-86.1,207470,140871,40964,126469
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2012,Jan 1 2012,6288,0,0,0,37.18,-108.49,266040,112041,19620,91159
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2013,Jan 1 2013,5758,0,0,0,37.18,-108.49,270626,80888,19505,89218
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2014,Jan 1 2014,6199,0,0,0,37.18,-108.49,284427,98208,18129,100799
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2015,Jan 1 2015,5813,0,0,0,37.18,-108.49,302690,122859,20360,101416
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2016,Jan 1 2016,6222,0,0,0,37.18,-108.49,317525,137482,21529,106991
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2017,Jan 1 2017,5601,0,0,0,37.18,-108.49,327518,143211,23236,119823
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2018,Jan 1 2018,8309,0,0,0,37.18,-108.49,289623,129489,24120,120188
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2019,Jan 1 2019,95,0,0,0,37.18,-108.49,308530,128336,11252,108085
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2020,Jan 1 2020,6872,0,0,0,37.18,-108.49,154857,96154,23244,13222
Mesa Verde NP,Mesa Verde National Park,Mesa Verde,MEVE,National Park,Intermountain,CO,2021,Jan 1 2021,7038,0,0,0,37.18,-108.49,298686,124395,21841,103555
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2012,Jan 1 2012,14361,0,0,574,46.85,-121.75,624369,272613,48167,104029
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2013,Jan 1 2013,21735,0,0,621,46.85,-121.75,752241,252388,56279,87644
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2014,Jan 1 2014,23824,0,0,878,46.85,-121.75,745839,361657,49582,107181
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2015,Jan 1 2015,28663,0,0,315,46.85,-121.75,691666,327246,68940,149379
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2016,Jan 1 2016,34786,0,0,745,46.85,-121.75,797658,298925,87308,173022
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2017,Jan 1 2017,27204,0,0,749,46.85,-121.75,842096,343325,75190,155256
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2018,Jan 1 2018,23928,0,0,652,46.85,-121.75,894896,386495,70954,166146
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2019,Jan 1 2019,12933,0,0,25,46.85,-121.75,963146,306769,63837,167869
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2020,Jan 1 2020,12164,0,0,25,46.85,-121.75,731142,334381,61145,34086
Mount Rainier NP,Mount Rainier National Park,Mount Rainier,MORA,National Park,Pacific West,WA,2021,Jan 1 2021,42161,0,0,557,46.85,-121.75,1048157,399747,69692,152467
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2012,Jan 1 2012,17971,38,25,0,37.9,-81.04,651693,325696,87071,318409
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2013,Jan 1 2013,20840,38,25,0,37.9,-81.04,634359,307989,91427,280889
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2014,Jan 1 2014,18133,45,15,0,37.9,-81.04,738822,294915,96033,266803
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2015,Jan 1 2015,14903,68,0,0,37.9,-81.04,706994,356268,75901,339103
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2016,Jan 1 2016,27770,68,8,0,37.9,-81.04,726902,403271,113735,342331
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2017,Jan 1 2017,24932,52,10,0,37.9,-81.04,797926,362759,106425,388483
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2018,Jan 1 2018,40106,55,12,0,37.9,-81.04,731416,368095,122298,453723
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2019,Jan 1 2019,24106,45,10,0,37.9,-81.04,832311,422441,98304,370211
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2020,Jan 1 2020,30180,45,10,0,37.9,-81.04,749650,408205,114776,243275
New River Gorge NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,NERI,National Park,Northeast,WV,2021,Jan 1 2021,33856,280,119,158,37.9,-81.04,1052308,583754,135716,513555
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2012,Jan 1 2012,2,0,0,4,48.7,-121.2,17615,8302,41,977
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2013,Jan 1 2013,16,0,0,34,48.7,-121.2,15954,4692,42,935
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2014,Jan 1 2014,40,0,0,25,48.7,-121.2,16003,6843,123,896
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2015,Jan 1 2015,59,0,0,12,48.7,-121.2,15100,3475,265,1837
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2016,Jan 1 2016,25,0,0,15,48.7,-121.2,21414,6453,59,720
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2017,Jan 1 2017,37,0,0,12,48.7,-121.2,21245,7653,90,1338
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2018,Jan 1 2018,27,0,0,3,48.7,-121.2,20623,7575,62,1825
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2019,Jan 1 2019,9,0,0,9,48.7,-121.2,27752,9055,90,1311
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2020,Jan 1 2020,2,0,0,2,48.7,-121.2,23989,6871,6,19
North Cascades NP,North Cascades National Park,North Cascades,NOCA,National Park,Pacific West,WA,2021,Jan 1 2021,298,0,0,40,48.7,-121.2,12523,3950,586,796
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2012,Jan 1 2012,65178,230,388,230,47.97,-123.5,1428461,666940,230370,499137
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2013,Jan 1 2013,77162,294,496,199,47.97,-123.5,1705215,597730,263356,519039
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2014,Jan 1 2014,80424,367,534,255,47.97,-123.5,1842679,616475,231903,552815
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2015,Jan 1 2015,79877,522,833,254,47.97,-123.5,1821316,636425,251578,554442
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2016,Jan 1 2016,97571,645,612,125,47.97,-123.5,1836064,641218,273519,639420
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2017,Jan 1 2017,96056,623,598,114,47.97,-123.5,1774657,697774,261824,667741
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2018,Jan 1 2018,124050,596,703,265,47.97,-123.5,1610626,629255,283751,580823
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2019,Jan 1 2019,72725,16,49,197,47.97,-123.5,1754782,691055,218840,581129
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2020,Jan 1 2020,74888,139,313,217,47.97,-123.5,1415277,629997,231279,222624
Olympic NP,Olympic National Park,Olympic,OLYM,National Park,Pacific West,WA,2021,Jan 1 2021,74962,956,1709,172,47.97,-123.5,1545668,621208,232364,319685
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2012,Jan 1 2012,21543,0,0,9,35.07,-109.78,284320,152203,67625,160709
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2013,Jan 1 2013,20640,0,0,10,35.07,-109.78,297427,109218,56656,181347
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2014,Jan 1 2014,20906,0,0,3,35.07,-109.78,321389,208677,79980,226753
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2015,Jan 1 2015,20181,0,0,9,35.07,-109.78,336036,148846,86024,222319
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2016,Jan 1 2016,18776,0,0,15,35.07,-109.78,277398,136004,66612,163260
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2017,Jan 1 2017,24592,0,0,10,35.07,-109.78,240209,145526,75993,166029
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2018,Jan 1 2018,25215,0,0,51,35.07,-109.78,250768,139061,77088,178005
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2019,Jan 1 2019,15341,0,0,0,35.07,-109.78,248273,141636,69123,184556
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2020,Jan 1 2020,26608,0,0,33,35.07,-109.78,129165,121925,86677,46716
Petrified Forest NP,Petrified Forest National Park,Petrified Forest,PEFO,National Park,Intermountain,AZ,2021,Jan 1 2021,24618,0,0,0,35.07,-109.78,209219,147147,75040,158928
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2012,Jan 1 2012,13206,0,0,0,36.48,-121.16,50279,57164,53575,63458
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2013,Jan 1 2013,17476,0,0,0,36.48,-121.16,66354,39893,48064,83366
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2014,Jan 1 2014,15750,0,0,0,36.48,-121.16,47775,36293,44193,68374
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2015,Jan 1 2015,18108,0,0,0,36.48,-121.16,48082,36117,49281,73053
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2016,Jan 1 2016,13054,0,0,0,36.48,-121.16,53171,38062,49322,75000
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2017,Jan 1 2017,12696,0,0,0,36.48,-121.16,57087,44083,43997,88167
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2018,Jan 1 2018,15909,0,0,0,36.48,-121.16,55083,42842,51131,73096
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2019,Jan 1 2019,1154,0,0,0,36.48,-121.16,48872,43035,25004,60313
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2020,Jan 1 2020,23959,0,0,0,36.48,-121.16,29398,44711,66819,24812
Pinnacles NP,Pinnacles National Park,Pinnacles,PINN,National Park,Pacific West,CA,2021,Jan 1 2021,26793,0,0,0,36.48,-121.16,85296,68356,77142,118063
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2012,Jan 1 2012,13949,0,0,44,41.3,-124,158130,94803,47686,51898
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2013,Jan 1 2013,15542,59,0,19,41.3,-124,178041,83249,46535,85539
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2014,Jan 1 2014,16096,63,0,70,41.3,-124,187870,108400,45291,87605
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2015,Jan 1 2015,16051,145,0,41,41.3,-124,220422,122317,72481,111923
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2016,Jan 1 2016,18194,71,0,41,41.3,-124,222869,114912,60289,138227
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2017,Jan 1 2017,24830,58,0,56,41.3,-124,180036,96219,68147,100598
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2018,Jan 1 2018,23502,157,0,42,41.3,-124,200684,109720,63970,108162
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2019,Jan 1 2019,17129,0,0,0,41.3,-124,201114,122046,54649,126913
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2020,Jan 1 2020,24128,10,0,10,41.3,-124,107022,59157,59449,39549
Redwood NP,Redwood National Park,Redwood,REDW,National Park,Pacific West,CA,2021,Jan 1 2021,19790,39,0,95,41.3,-124,167718,120463,59417,88281
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2012,Jan 1 2012,68537,72,114,91,40.4,-105.58,1741059,840832,197349,450377
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2013,Jan 1 2013,78022,66,36,83,40.4,-105.58,1936943,406121,228823,419254
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2014,Jan 1 2014,77633,78,102,88,40.4,-105.58,1849236,934260,234546,416709
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2015,Jan 1 2015,98928,312,0,244,40.4,-105.58,2232801,1134306,277835,510974
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2016,Jan 1 2016,115207,114,72,130,40.4,-105.58,2386346,1268188,312163,550888
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2017,Jan 1 2017,95602,204,132,95,40.4,-105.58,2409350,1153909,307264,566692
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2018,Jan 1 2018,111422,195,135,99,40.4,-105.58,2451057,1222586,302448,614402
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2019,Jan 1 2019,118152,12,12,2,40.4,-105.58,2502255,1249699,331075,587024
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2020,Jan 1 2020,126866,198,186,63,40.4,-105.58,1795201,955559,393698,160741
Rocky Mountain NP,Rocky Mountain National Park,Rocky Mountain,ROMO,National Park,Intermountain,CO,2021,Jan 1 2021,140715,198,186,63,40.4,-105.58,2322342,1038961,398874,674671
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2012,Jan 1 2012,61544,0,0,132,32.25,-110.5,106489,137020,194802,195975
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2013,Jan 1 2013,76927,0,0,58,32.25,-110.5,106006,101750,203719,266786
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2014,Jan 1 2014,77883,0,0,82,32.25,-110.5,106834,138438,215465,212835
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2015,Jan 1 2015,82743,0,0,129,32.25,-110.5,113340,142302,245560,252244
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2016,Jan 1 2016,88923,0,0,76,32.25,-110.5,119885,157475,284255,258811
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2017,Jan 1 2017,106868,0,0,210,32.25,-110.5,153220,184649,326269,300622
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2018,Jan 1 2018,104478,0,0,132,32.25,-110.5,142004,202794,298532,314075
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2019,Jan 1 2019,48968,0,0,66,32.25,-110.5,149343,196394,294574,379915
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2020,Jan 1 2020,124069,0,0,114,32.25,-110.5,70312,114261,433632,144021
Saguaro NP,Saguaro National Park,Saguaro,SAGU,National Park,Intermountain,AZ,2021,Jan 1 2021,186505,0,0,258,32.25,-110.5,95322,168501,453056,362907
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2012,Jan 1 2012,30112,487,0,174,36.43,-118.68,557896,250152,85764,212772
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2013,Jan 1 2013,24429,340,32,162,36.43,-118.68,471083,171381,73727,193083
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2014,Jan 1 2014,25825,747,134,202,36.43,-118.68,495604,228254,95164,220115
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2015,Jan 1 2015,35320,836,213,314,36.43,-118.68,510806,243331,107813,235514
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2016,Jan 1 2016,41007,566,210,185,36.43,-118.68,573460,300772,120590,259866
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2017,Jan 1 2017,28877,452,156,34,36.43,-118.68,602358,294879,109685,284334
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2018,Jan 1 2018,39678,843,324,0,36.43,-118.68,534336,273608,139860,281790
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2019,Jan 1 2019,36024,267,286,90,36.43,-118.68,537654,322328,109858,276213
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2020,Jan 1 2020,46368,499,404,202,36.43,-118.68,435495,219727,124239,16625
Sequoia NP,Sequoia National Park,Sequoia,SEQU,National Park,Pacific West,CA,2021,Jan 1 2021,65177,0,0,224,36.43,-118.68,500191,98548,143917,316892
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2012,Jan 1 2012,18017,0,0,97,38.53,-78.35,439752,450095,52005,268348
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2013,Jan 1 2013,13786,0,0,266,38.53,-78.35,464243,350671,41495,280096
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2014,Jan 1 2014,8052,0,0,176,38.53,-78.35,495777,457096,39849,262599
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2015,Jan 1 2015,11278,0,0,214,38.53,-78.35,502987,485659,56037,277190
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2016,Jan 1 2016,16626,0,0,242,38.53,-78.35,530103,553102,66910,287226
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2017,Jan 1 2017,19961,0,0,512,38.53,-78.35,549850,516050,89724,303250
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2018,Jan 1 2018,23798,0,0,249,38.53,-78.35,504142,431468,65959,263311
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2019,Jan 1 2019,20245,0,0,59,38.53,-78.35,533406,539839,60692,291570
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2020,Jan 1 2020,27236,0,0,356,38.53,-78.35,647580,720172,106763,191750
Shenandoah NP,Shenandoah National Park,Shenandoah,SHEN,National Park,Northeast,VA,2021,Jan 1 2021,37588,0,0,633,38.53,-78.35,526060,625298,93518,347436
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2012,Jan 1 2012,1231,24,49,0,46.97,-103.45,333454,193811,12228,101062
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2013,Jan 1 2013,1863,8,5,0,46.97,-103.45,356957,129223,12928,45982
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,Jan 1 2014,2014,3,14,0,46.97,-103.45,362395,113919,8295,74971
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,Jan 1 2015,2007,3,5,0,46.97,-103.45,335964,170308,9813,63948
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,Jan 1 2016,3699,14,3,2,46.97,-103.45,445102,203254,9609,95915
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,Jan 1 2017,1905,3,11,0,46.97,-103.45,425780,165308,7076,109839
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,Jan 1 2018,2950,0,3,0,46.97,-103.45,447611,182574,9273,109931
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,Jan 1 2019,2515,3,3,0,46.97,-103.45,419599,173705,6221,92133
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,Jan 1 2020,2103,5,5,0,46.97,-103.45,349813,153223,13167,35100
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,Jan 1 2021,6866,11,43,16,46.97,-103.45,483984,194030,14215,103856
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,Jan 1 2012,4331,0,0,0,48.5,-92.88,161229,4307,15287,34018
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,Jan 1 2013,3884,0,0,0,48.5,-92.88,147928,40153,13582,31727
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,Jan 1 2014,4866,0,0,4,48.5,-92.88,151017,40526,13389,34228
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,Jan 1 2015,6365,0,0,4,48.5,-92.88,152031,40382,13432,32468
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,Jan 1 2016,5105,0,0,10,48.5,-92.88,155049,40862,13803,32198
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2017,Jan 1 2017,3906,0,0,17,48.5,-92.88,155137,39367,11745,31001
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2018,Jan 1 2018,4369,0,0,21,48.5,-92.88,153851,39941,11476,34388
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2019,Jan 1 2019,4458,0,0,16,48.5,-92.88,150004,39036,12309,31625
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2020,Jan 1 2020,2585,0,0,17,48.5,-92.88,177853,45488,7920,31830
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2021,Jan 1 2021,4679,0,0,13,48.5,-92.88,158001,40671,12923,31447
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2012,Jan 1 2012,23304,0,0,99,32.77,-106.17,131016,102950,78864,134555
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2013,Jan 1 2013,24050,0,0,68,32.77,-106.17,149337,89709,90037,161461
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2014,Jan 1 2014,27967,0,0,84,32.77,-106.17,160558,93975,85595,163532
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2015,Jan 1 2015,20350,0,0,65,32.77,-106.17,157827,103359,71450,164870
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2016,Jan 1 2016,23939,0,0,173,32.77,-106.17,160317,125592,91515,178369
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2017,Jan 1 2017,28725,0,0,183,32.77,-106.17,172357,127989,108277,203845
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2018,Jan 1 2018,33285,0,0,251,32.77,-106.17,174405,132255,85616,210732
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2019,Jan 1 2019,4693,0,0,3,32.77,-106.17,177000,131637,89281,210867
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2020,Jan 1 2020,40264,0,0,271,32.77,-106.17,90084,148161,128736,48402
White Sands NP,White Sands National Park,White Sands,WHSA,National Park,Intermountain,NM,2021,Jan 1 2021,45053,0,0,0,32.77,-106.17,210780,167230,142421,262038
Wind Cave NP,Wind Cave National Park,Wind Cave,WICA,National Park,Midwest,SD,2012,Jan 1 2012,12579,0,0,1,43.57,-103.48,268797,110865,41418,108003
