Park,Name,ShortName,Unit Code,Park Type,Region,State,Year,Date,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude,Summer,Autumn,Winter,Spring
Dry Tortugas NP,Dry Tortugas National Park,Dry Tortugas,DRTO,National Park,Southeast,FL,2017,Jan 1 2017,4492,410,0,0,24.63,-82.87,15472,5429,13392,19988
Dry Tortugas NP,Dry Tortugas National Park,Dry Tortugas,DRTO,National Park,Southeast,FL,2018,Jan 1 2018,4236,316,0,0,24.63,-82.87,18500,10409,11996,15905
Dry Tortugas NP,Dry Tortugas National Park,Dry Tortugas,DRTO,National Park,Southeast,FL,2019,Jan 1 2019,6179,878,0,0,24.63,-82.87,22391,14462,19086,23261
Dry Tortugas NP,Dry Tortugas National Park,Dry Tortugas,DRTO,National Park,Southeast,FL,2020,Jan 1 2020,5911,458,0,0,24.63,-82.87,12288,13795,18278,4182
Dry Tortugas NP,Dry Tortugas National Park,Dry Tortugas,DRTO,National Park,Southeast,FL,2021,Jan 1 2021,7519,312,0,0,24.63,-82.87,21329,19636,19812,23040
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2012,Jan 1 2012,128689,2142,3345,1652,25.32,-80.93,193730,233778,409106,305292
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2013,Jan 1 2013,142377,2269,2741,1547,25.32,-80.93,181106,168982,387945,309083
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2014,Jan 1 2014,127802,2466,3026,190,25.32,-80.93,196535,198795,387507,328064
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2015,Jan 1 2015,142660,2957,3079,3890,25.32,-80.93,201936,179654,366761,329076
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2016,Jan 1 2016,116221,1760,2815,1061,25.32,-80.93,164525,169424,323541,273417
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2017,Jan 1 2017,194200,1675,3374,3061,25.32,-80.93,206442,109875,402207,300033
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2018,Jan 1 2018,33950,0,0,2688,25.32,-80.93,94295,170907,220077,111845
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2019,Jan 1 2019,85838,0,0,1528,25.32,-80.93,211838,234334,316556,355572
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2020,Jan 1 2020,95635,0,0,3108,25.32,-80.93,160272,71692,341208,129147
Everglades NP,Everglades National Park,Everglades,EVER,National Park,Southeast,FL,2021,Jan 1 2021,123528,0,0,7524,25.32,-80.93,228637,155808,285344,272341
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2012,Jan 1 2012,56326,0,0,0,38.63,-90.19,1333832,396972,209004,556918
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2013,Jan 1 2013,57737,0,0,0,38.63,-90.19,1348785,326289,188745,513439
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2014,Jan 1 2014,46152,0,0,0,38.63,-90.19,854110,302676,152031,508274
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2015,Jan 1 2015,51474,0,0,0,38.63,-90.19,756257,335704,158635,448060
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2016,Jan 1 2016,16552,0,0,0,38.63,-90.19,645386,323698,57329,245442
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2017,Jan 1 2017,30163,0,0,0,38.63,-90.19,649758,324449,137515,286466
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2018,Jan 1 2018,40170,0,0,0,38.63,-90.19,1089124,385478,144924,396654
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2019,Jan 1 2019,18962,0,0,0,38.63,-90.19,1089014,342370,155414,468511
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2020,Jan 1 2020,51753,0,0,0,38.63,-90.19,116263,110406,144240,115112
Gateway Arch NP,Gateway Arch National Park,Gateway Arch,JEFF,National Park,Midwest,MO,2021,Jan 1 2021,25026,0,0,0,38.63,-90.19,599281,231423,110536,203841
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2012,Jan 1 2012,10318,2,6,21,48.8,-114,1547845,427260,30374,156556
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2013,Jan 1 2013,10836,18,90,31,48.8,-114,1615630,396360,32706,145678
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2014,Jan 1 2014,12111,28,36,44,48.8,-114,1708843,441897,33720,154068
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2015,Jan 1 2015,12087,30,45,43,48.8,-114,1682742,442190,39974,201150
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2016,Jan 1 2016,15674,20,27,52,48.8,-114,2052063,589212,45099,260307
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2017,Jan 1 2017,14690,35,72,29,48.8,-114,2539106,489200,41760,235446
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2018,Jan 1 2018,12222,15,24,18,48.8,-114,2129951,547230,42850,245278
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2019,Jan 1 2019,13581,10,42,0,48.8,-114,2195673,587325,39958,226883
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2020,Jan 1 2020,13651,8,12,15,48.8,-114,1115799,498821,59867,24377
Glacier NP,Glacier National Park,Glacier,GLAC,National Park,Intermountain,MT,2021,Jan 1 2021,23417,58,48,41,48.8,-114,2054733,709252,58284,259387
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2012,Jan 1 2012,141357,336,138,5482,36.06,-112.14,1808321,1047077,468694,1097260
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2013,Jan 1 2013,143405,400,81,4233,36.06,-112.14,1975048,881140,504776,1203876
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2014,Jan 1 2014,173458,449,182,5780,36.06,-112.14,1856355,1155997,606438,1137981
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2015,Jan 1 2015,191781,257,109,6503,36.06,-112.14,2123261,1243011,688574,1465890
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2016,Jan 1 2016,189103,357,158,7848,36.06,-112.14,2282665,1429001,700337,1557808
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2017,Jan 1 2017,217102,508,221,8246,36.06,-112.14,2309787,1451097,794362,1698992
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2018,Jan 1 2018,257366,678,298,9087,36.06,-112.14,2218065,1579671,892356,1690403
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2019,Jan 1 2019,225056,1046,490,8692,36.06,-112.14,2101577,1478257,762486,1632091
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2020,Jan 1 2020,246460,1479,674,8529,36.06,-112.14,886170,946342,745187,319399
Grand Canyon NP,Grand Canyon National Park,Grand Canyon,GRCA,National Park,Intermountain,AZ,2021,Jan 1 2021,164922,2237,1004,8955,36.06,-112.14,1525980,1177026,606943,1222728
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2012,Jan 1 2012,38762,0,0,213,43.73,-110.8,1731907,607140,110882,255327
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2013,Jan 1 2013,39871,0,33,283,43.73,-110.8,1762204,526212,118274,282104
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2014,Jan 1 2014,44783,0,0,135,43.73,-110.8,1816820,557723,124110,292739
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2015,Jan 1 2015,46952,0,0,110,43.73,-110.8,1964548,704078,139847,341448
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2016,Jan 1 2016,47501,0,0,0,43.73,-110.8,1995064,729144,139101,406767
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2017,Jan 1 2017,45377,0,0,122,43.73,-110.8,2093419,715656,140573,367352
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2018,Jan 1 2018,54298,0,0,284,43.73,-110.8,2114854,810973,150622,414702
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2019,Jan 1 2019,56635,0,0,0,43.73,-110.8,2103251,751884,146981,403498
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2020,Jan 1 2020,51648,0,0,6,43.73,-110.8,1934165,1012001,168261,175211
Grand Teton NP,Grand Teton National Park,Grand Teton,GRTE,National Park,Intermountain,WY,2021,Jan 1 2021,66585,0,0,117,43.73,-110.8,2296861,889507,171493,527369
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2012,Jan 1 2012,1339,21,42,28,38.98,-114.3,45482,26209,5527,17632
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2013,Jan 1 2013,883,18,38,58,38.98,-114.3,49236,20645,4526,18486
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2014,Jan 1 2014,939,21,46,37,38.98,-114.3,55529,27456,5117,19424
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2015,Jan 1 2015,887,18,38,30,38.98,-114.3,56738,30970,5990,22425
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2016,Jan 1 2016,838,14,35,18,38.98,-114.3,69163,37230,4229,34224
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2017,Jan 1 2017,1144,28,56,3,38.98,-114.3,77498,39127,4855,46548
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2018,Jan 1 2018,1767,0,0,0,38.98,-114.3,63470,47700,6482,35442
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2019,Jan 1 2019,689,0,18,0,38.98,-114.3,71210,37837,2748,20007
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2020,Jan 1 2020,2619,21,28,0,38.98,-114.3,59387,46023,6742,8096
Great Basin NP,Great Basin National Park,Great Basin,GRBA,National Park,Pacific West,NV,2021,Jan 1 2021,1306,70,91,5,38.98,-114.3,76796,37612,4199,26268
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2012,Jan 1 2012,1596,56,30,17,37.73,-105.51,651693,325696,87071,318409
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2013,Jan 1 2013,1399,30,13,2,37.73,-105.51,634359,307989,91427,280889
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2014,Jan 1 2014,1404,0,0,10,37.73,-105.51,738822,294915,96033,266803
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2015,Jan 1 2015,1354,0,0,7,37.73,-105.51,706994,356268,75901,339103
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2016,Jan 1 2016,1503,0,0,20,37.73,-105.51,726902,403271,113735,342331
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2017,Jan 1 2017,3173,0,0,21,37.73,-105.51,797926,362759,106425,388483
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2018,Jan 1 2018,3551,0,0,57,37.73,-105.51,731416,368095,122298,453723
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2019,Jan 1 2019,4404,0,0,2,37.73,-105.51,832311,422441,98304,370211
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2020,Jan 1 2020,5232,0,0,15,37.73,-105.51,749650,408205,114776,243275
Great Sand Dunes NP & PRES,Great Sand Dunes National Park,Great Sand Dunes,GRSA,National Park,Intermountain,CO,2021,Jan 1 2021,4824,0,0,192,37.73,-105.51,1052308,583754,135716,513555
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2012,Jan 1 2012,269282,198,213,2739,35.68,-83.53,3675148,2750851,1103199,2156631
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2013,Jan 1 2013,265633,198,209,2260,35.68,-83.53,3761409,2596283,1008772,1988231
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2014,Jan 1 2014,275353,182,114,1547,35.68,-83.53,3963653,2918151,1082131,2135341
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2015,Jan 1 2015,373315,377,218,1951,35.68,-83.53,3958131,3157753,1185114,2411676
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2016,Jan 1 2016,379730,472,218,2329,35.68,-83.53,4012372,3442576,1201983,2655855
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2017,Jan 1 2017,382161,466,364,1832,35.68,-83.53,4032407,3435775,1405075,2465636
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2018,Jan 1 2018,320864,520,236,1435,35.68,-83.53,4065374,3500412,1360377,2495037
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2019,Jan 1 2019,496743,520,236,1231,35.68,-83.53,4494221,3532758,1639144,2881620
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2020,Jan 1 2020,438509,160,19,1433,35.68,-83.53,4806101,4230989,1642932,1415698
Great Smoky Mountains NP,Great Smoky Mountains National Park,Great Smoky Mountains,GRSM,National Park,Southeast,TN,2021,Jan 1 2021,525801,571,1712,2289,35.68,-83.53,4668395,4144373,1885068,3463712
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2012,Jan 1 2012,7733,245,155,91,31.92,-104.87,33537,50429,25146,50248
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2013,Jan 1 2013,7242,192,224,55,31.92,-104.87,38214,31310,27474,48672
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2014,Jan 1 2014,6265,377,262,103,31.92,-104.87,39975,42269,26424,58200
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2015,Jan 1 2015,6763,389,219,110,31.92,-104.87,42966,40938,27204,58427
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2016,Jan 1 2016,8499,474,249,143,31.92,-104.87,37982,55772,32693,55392
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2017,Jan 1 2017,12105,801,510,134,31.92,-104.87,41150,48093,47797,88217
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2018,Jan 1 2018,8327,597,422,158,31.92,-104.87,41800,53272,28703,48572
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2019,Jan 1 2019,1049,40,97,2,31.92,-104.87,38448,50831,25549,74005
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2020,Jan 1 2020,14151,654,810,118,31.92,-104.87,17640,65608,46182,21826
Guadalupe Mountains NP,Guadalupe Mountains National Park,Guadalupe Mountains,GUMO,National Park,Intermountain,TX,2021,Jan 1 2021,13801,792,684,292,31.92,-104.87,47873,61757,52059,81602
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2012,Jan 1 2012,64057,74,186,0,34.51,-93.05,464472,356648,173438,307947
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2013,Jan 1 2013,49392,82,295,0,34.51,-93.05,440229,360872,185161,339457
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2014,Jan 1 2014,57054,156,473,0,34.51,-93.05,512194,357245,189803,365242
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2015,Jan 1 2015,74443,125,520,0,34.51,-93.05,473226,376308,226113,342515
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2016,Jan 1 2016,71988,78,862,0,34.51,-93.05,520738,426880,230896,365786
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2017,Jan 1 2017,78452,26,1489,0,34.51,-93.05,551060,374947,269561,366048
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2018,Jan 1 2018,73050,29,1384,0,34.51,-93.05,497129,384814,244250,380694
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2019,Jan 1 2019,73964,0,250,0,34.51,-93.05,470036,390310,231606,375201
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2020,Jan 1 2020,40840,901,3412,0,34.51,-93.05,483583,387563,169196,307873
Hot Springs NP,Hot Springs National Park,Hot Springs,HOSP,National Park,Midwest,AR,2021,Jan 1 2021,62618,78,1337,0,34.51,-93.05,938474,411590,228072,584748
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2012,Jan 1 2012,58521,0,0,0,41.6533,-87.0524,892826,456213,166430,373912
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2013,Jan 1 2013,54937,0,0,0,41.6533,-87.0524,880703,331914,146719,322359
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2014,Jan 1 2014,40701,0,0,0,41.6533,-87.0524,754269,311446,151289,336368
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2015,Jan 1 2015,55607,0,0,0,41.6533,-87.0524,798801,345801,167479,328114
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2016,Jan 1 2016,56588,0,0,0,41.6533,-87.0524,771353,377200,183625,366045
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2017,Jan 1 2017,60576,0,0,0,41.6533,-87.0524,1029944,575375,210536,342616
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2018,Jan 1 2018,70652,0,0,0,41.6533,-87.0524,865858,352829,171335,366057
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2019,Jan 1 2019,69916,0,0,0,41.6533,-87.0524,1042640,391884,230426,469335
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2020,Jan 1 2020,82444,0,0,0,41.6533,-87.0524,1158602,532260,263271,338973
Indiana Dunes NP,Indiana Dunes National Park,Indiana Dunes,INDU,National Park,Midwest,IN,2021,Jan 1 2021,86065,0,0,0,41.6533,-87.0524,1351196,742217,281943,801854
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2012,Jan 1 2012,31,0,0,0,48.1,-88.55,13618,2123,113,809
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2013,Jan 1 2013,21,0,0,0,48.1,-88.55,14145,1433,71,625
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2014,Jan 1 2014,11,0,0,0,48.1,-88.55,12623,1425,51,461
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2015,Jan 1 2015,12,0,0,0,48.1,-88.55,15449,2089,80,1066
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2016,Jan 1 2016,26,0,0,0,48.1,-88.55,20485,3216,121,1144
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2017,Jan 1 2017,47,0,0,0,48.1,-88.55,23039,3370,195,1592
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2018,Jan 1 2018,32,0,0,0,48.1,-88.55,20860,3697,150,1091
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2019,Jan 1 2019,4,0,0,0,48.1,-88.55,21349,3791,99,1171
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2020,Jan 1 2020,47,0,0,0,48.1,-88.55,4894,1462,96,41
Isle Royale NP,Isle Royale National Park,Isle Royale,ISRO,National Park,Midwest,MI,2021,Jan 1 2021,0,0,0,0,48.1,-88.55,21095,3504,0,1245
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2012,Jan 1 2012,109800,15164,4890,948,33.79,-115.9,215756,329070,369674,481617
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2013,Jan 1 2013,114833,16328,4692,968,33.79,-115.9,241285,247266,373734,521055
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2014,Jan 1 2014,101069,12956,4539,933,33.79,-115.9,249643,397630,433682,508949
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2015,Jan 1 2015,169097,21516,8544,1251,33.79,-115.9,320258,486851,567797,650850
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2016,Jan 1 2016,193843,21376,8034,1614,33.79,-115.9,408231,625591,681055,790409
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2017,Jan 1 2017,240124,23852,8028,1511,33.79,-115.9,392807,687862,784661,988289
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2018,Jan 1 2018,297435,21480,10029,1508,33.79,-115.9,425998,670236,867939,978209
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2019,Jan 1 2019,195993,21540,8565,1510,33.79,-115.9,447429,685519,760699,1094900
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2020,Jan 1 2020,268187,20344,10212,1443,33.79,-115.9,465694,782296,835121,316431
Joshua Tree NP,Joshua Tree National Park,Joshua Tree,JOTR,National Park,Pacific West,CA,2021,Jan 1 2021,229995,536,498,0,33.79,-115.9,429781,711131,879093,1044395
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2012,Jan 1 2012,20730,238,64,1,36.8,-118.55,298338,134879,57157,100659
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2013,Jan 1 2013,17525,92,76,0,36.8,-118.55,289283,115996,44079,118186
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2014,Jan 1 2014,11139,436,169,1,36.8,-118.55,244171,119358,44247,94492
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2015,Jan 1 2015,20698,372,216,3,36.8,-118.55,238627,86087,40627,102765
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2016,Jan 1 2016,18269,258,73,1,36.8,-118.55,297195,159007,46578,104699
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2017,Jan 1 2017,15418,191,67,0,36.8,-118.55,339602,169242,50222,133866
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2018,Jan 1 2018,19675,420,229,0,36.8,-118.55,331398,170221,64660,132744
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2019,Jan 1 2019,20295,83,108,0,36.8,-118.55,306061,161763,43718,120568
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2020,Jan 1 2020,19845,235,118,0,36.8,-118.55,258326,104087,46059,6605
Kings Canyon NP,Kings Canyon National Park,Kings Canyon,KICA,National Park,Pacific West,CA,2021,Jan 1 2021,27701,0,0,2,36.8,-118.55,300067,61962,62971,137918
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2012,Jan 1 2012,6702,39,27,77,40.49,-121.51,246184,101820,19476,40173
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2013,Jan 1 2013,14298,24,9,78,40.49,-121.51,275230,83300,26658,42221
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2014,Jan 1 2014,5787,42,24,16,40.49,-121.51,258862,106146,21942,46027
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2015,Jan 1 2015,9084,51,108,120,40.49,-121.51,276245,117180,24402,50265
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2016,Jan 1 2016,9627,39,102,70,40.49,-121.51,300265,161400,23787,50616
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2017,Jan 1 2017,9231,57,93,98,40.49,-121.51,293228,139508,25827,48693
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2018,Jan 1 2018,10263,90,33,94,40.49,-121.51,281010,130230,25062,63133
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2019,Jan 1 2019,8646,3,3,7,40.49,-121.51,267447,176809,27192,45591
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2020,Jan 1 2020,10770,15,129,27,40.49,-121.51,339135,157302,35796,10041
Lassen Volcanic NP,Lassen Volcanic National Park,Lassen Volcanic,LAVO,National Park,Pacific West,CA,2021,Jan 1 2021,10455,72,174,82,40.49,-121.51,226220,26340,25449,81626
