Park,Name,ShortName,Unit Code,Park Type,Region,State,Year,Month,Date,Season,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,1,Jan 1 2012,Winter,11930,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,2,Feb 1 2012,Winter,12388,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,3,Mar 1 2012,Spring,22684,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,4,Apr 1 2012,Spring,59471,1338,174,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,5,May 1 2012,Spring,157406,7800,1467,29,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,6,Jun 1 2012,Summer,309198,17220,3888,205,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,7,Jul 1 2012,Summer,539234,36156,6540,300,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,8,Aug 1 2012,Summer,574307,37554,7200,392,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,9,Sep 1 2012,Autumn,391810,17832,6291,334,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,10,Oct 1 2012,Autumn,302932,6387,1134,56,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,11,Nov 1 2012,Autumn,38385,195,66,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2012,12,Dec 1 2012,Winter,11307,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,1,Jan 1 2013,Winter,11249,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,2,Feb 1 2013,Winter,9869,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,3,Mar 1 2013,Spring,20631,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,4,Apr 1 2013,Spring,47090,1203,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,5,May 1 2013,Spring,133653,5985,1230,45,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,6,Jun 1 2013,Summer,315791,17415,4482,226,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,7,Jul 1 2013,Summer,555308,34113,7569,368,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,8,Aug 1 2013,Summer,617306,37020,7980,343,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,9,Sep 1 2013,Autumn,400400,17322,7107,184,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,10,Oct 1 2013,Autumn,94904,1212,528,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,11,Nov 1 2013,Autumn,41181,423,129,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2013,12,Dec 1 2013,Winter,7540,60,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,1,Jan 1 2014,Winter,10459,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,2,Feb 1 2014,Winter,10258,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,3,Mar 1 2014,Spring,17502,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,4,Apr 1 2014,Spring,57211,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,5,May 1 2014,Spring,153013,8133,1671,46,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,6,Jun 1 2014,Summer,338845,19848,4761,285,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,7,Jul 1 2014,Summer,561073,35091,8349,341,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,8,Aug 1 2014,Summer,638152,36438,8394,285,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,9,Sep 1 2014,Autumn,418173,19992,7620,223,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,10,Oct 1 2014,Autumn,313920,6972,2574,50,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,11,Nov 1 2014,Autumn,31013,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2014,12,Dec 1 2014,Winter,13510,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,1,Jan 1 2015,Winter,12578,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,2,Feb 1 2015,Winter,10626,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,3,Mar 1 2015,Spring,18062,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,4,Apr 1 2015,Spring,63214,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,5,May 1 2015,Spring,187205,10248,1737,44,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,6,Jun 1 2015,Summer,359661,20187,4776,222,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,7,Jul 1 2015,Summer,606597,36642,7992,310,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,8,Aug 1 2015,Summer,666767,36042,7902,332,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,9,Sep 1 2015,Autumn,479320,23814,7206,241,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,10,Oct 1 2015,Autumn,344362,8067,2481,84,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,11,Nov 1 2015,Autumn,48912,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2015,12,Dec 1 2015,Winter,13880,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,1,Jan 1 2016,Winter,17204,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,2,Feb 1 2016,Winter,16530,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,3,Mar 1 2016,Spring,28121,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,4,Apr 1 2016,Spring,94199,885,168,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,5,May 1 2016,Spring,217147,10521,1854,38,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,6,Jun 1 2016,Summer,445410,25488,7938,303,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,7,Jul 1 2016,Summer,696854,39942,11757,353,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,8,Aug 1 2016,Summer,735945,40557,11649,381,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,9,Sep 1 2016,Autumn,570434,23148,10044,249,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,10,Oct 1 2016,Autumn,412416,12270,3219,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,11,Nov 1 2016,Autumn,55022,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2016,12,Dec 1 2016,Winter,14111,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,1,Jan 1 2017,Winter,15520,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,2,Feb 1 2017,Winter,14342,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,3,Mar 1 2017,Spring,20936,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,4,Apr 1 2017,Spring,85267,594,195,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,5,May 1 2017,Spring,222978,10827,3213,298,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,6,Jun 1 2017,Summer,476191,24372,9360,298,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,7,Jul 1 2017,Summer,743529,39429,12642,325,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,8,Aug 1 2017,Summer,762436,39864,11874,336,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,9,Sep 1 2017,Autumn,595388,27054,13554,253,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,10,Oct 1 2017,Autumn,507594,10446,4974,87,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,11,Nov 1 2017,Autumn,53006,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2017,12,Dec 1 2017,Winter,12084,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,1,Jan 1 2018,Winter,11974,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,2,Feb 1 2018,Winter,12167,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,3,Mar 1 2018,Spring,23756,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,4,Apr 1 2018,Spring,72858,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,5,May 1 2018,Spring,249050,11325,3912,126,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,6,Jun 1 2018,Summer,499163,25626,10479,323,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,7,Jul 1 2018,Summer,759165,37218,12723,345,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,8,Aug 1 2018,Summer,767219,37923,12579,345,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,9,Sep 1 2018,Autumn,600397,25128,14097,271,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,10,Oct 1 2018,Autumn,488204,7524,4425,62,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,11,Nov 1 2018,Autumn,40930,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2018,12,Dec 1 2018,Winter,12692,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,1,Jan 1 2019,Winter,8532,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,2,Feb 1 2019,Winter,9154,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,3,Mar 1 2019,Spring,20161,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,4,Apr 1 2019,Spring,68046,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,5,May 1 2019,Spring,226156,10416,3327,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,6,Jun 1 2019,Summer,490720,23721,10383,263,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,7,Jul 1 2019,Summer,756439,36135,11853,357,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,8,Aug 1 2019,Summer,759735,39093,11637,396,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,9,Sep 1 2019,Autumn,603273,22425,15174,185,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,10,Oct 1 2019,Autumn,436194,9195,5322,83,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,11,Nov 1 2019,Autumn,46011,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2019,12,Dec 1 2019,Winter,12865,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,1,Jan 1 2020,Winter,12640,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,2,Feb 1 2020,Winter,13459,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,3,Mar 1 2020,Spring,28539,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,4,Apr 1 2020,Spring,55713,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,5,May 1 2020,Spring,103120,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,6,Jun 1 2020,Summer,201156,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,7,Jul 1 2020,Summer,493971,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,8,Aug 1 2020,Summer,681746,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,9,Sep 1 2020,Autumn,500320,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,10,Oct 1 2020,Autumn,480859,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,11,Nov 1 2020,Autumn,76251,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2020,12,Dec 1 2020,Winter,21260,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,1,Jan 1 2021,Winter,20268,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,2,Feb 1 2021,Winter,16123,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,3,Mar 1 2021,Spring,38060,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,4,Apr 1 2021,Spring,110096,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,5,May 1 2021,Spring,324654,7992,2460,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,6,Jun 1 2021,Summer,661919,16794,7186,161,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,7,Jul 1 2021,Summer,782146,27930,9880,390,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,8,Aug 1 2021,Summer,795437,28405,8986,534,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,9,Sep 1 2021,Autumn,667301,19035,8854,386,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,10,Oct 1 2021,Autumn,557624,7602,3306,141,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,11,Nov 1 2021,Autumn,81089,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,Acadia,ACAD,National Park,Northeast,ME,2021,12,Dec 1 2021,Winter,14381,0,0,0,44.35,-68.21
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,1,Jan 1 2012,Winter,14961,266,96,28,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,2,Feb 1 2012,Winter,17870,146,89,28,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,3,Mar 1 2012,Spring,72273,2600,1180,183,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,4,Apr 1 2012,Spring,103800,3229,2187,109,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,5,May 1 2012,Spring,142876,3910,2165,156,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,6,Jun 1 2012,Summer,143482,3929,1520,74,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,7,Jul 1 2012,Summer,145696,2670,1561,42,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,8,Aug 1 2012,Summer,139036,2222,1466,68,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,9,Sep 1 2012,Autumn,139801,3818,1777,78,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,10,Oct 1 2012,Autumn,96310,2926,1774,70,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,11,Nov 1 2012,Autumn,36170,1068,814,15,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2012,12,Dec 1 2012,Winter,18302,218,113,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,1,Jan 1 2013,Winter,11099,110,26,4,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,2,Feb 1 2013,Winter,16426,82,26,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,3,Mar 1 2013,Spring,73935,3756,1310,143,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,4,Apr 1 2013,Spring,108086,3202,2022,170,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,5,May 1 2013,Spring,149321,3726,2195,231,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,6,Jun 1 2013,Summer,154505,3510,1787,100,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,7,Jul 1 2013,Summer,156182,2670,1561,42,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,8,Aug 1 2013,Summer,147259,3129,1606,117,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,9,Sep 1 2013,Autumn,143755,3845,1804,77,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,10,Oct 1 2013,Autumn,57446,2117,1154,34,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,11,Nov 1 2013,Autumn,43928,1409,842,33,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2013,12,Dec 1 2013,Winter,20924,149,98,2,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,1,Jan 1 2014,Winter,17038,101,36,1,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,2,Feb 1 2014,Winter,22559,473,353,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,3,Mar 1 2014,Spring,89841,3726,1156,220,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,4,Apr 1 2014,Spring,122186,3205,1966,155,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,5,May 1 2014,Spring,165379,3721,2217,235,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,6,Jun 1 2014,Summer,170286,3521,1790,118,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,7,Jul 1 2014,Summer,169844,2684,1588,126,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,8,Aug 1 2014,Summer,173416,2265,1488,121,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,9,Sep 1 2014,Autumn,165222,1450,2257,75,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,10,Oct 1 2014,Autumn,115545,2400,1572,108,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,11,Nov 1 2014,Autumn,46940,1368,859,41,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2014,12,Dec 1 2014,Winter,26511,338,154,11,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,1,Jan 1 2015,Winter,20699,288,137,14,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,2,Feb 1 2015,Winter,34255,842,432,25,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,3,Mar 1 2015,Spring,103649,3853,1401,230,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,4,Apr 1 2015,Spring,138903,3364,2157,219,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,5,May 1 2015,Spring,179804,3745,2271,236,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,6,Jun 1 2015,Summer,189073,3548,1817,116,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,7,Jul 1 2015,Summer,195748,2684,1588,99,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,8,Aug 1 2015,Summer,173186,2692,1904,84,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,9,Sep 1 2015,Autumn,171711,1971,1723,67,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,10,Oct 1 2015,Autumn,115859,2570,2026,89,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,11,Nov 1 2015,Autumn,49087,1282,838,19,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2015,12,Dec 1 2015,Winter,27273,319,271,10,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,1,Jan 1 2016,Winter,20311,274,197,21,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,2,Feb 1 2016,Winter,33200,850,451,34,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,3,Mar 1 2016,Spring,119122,2786,1674,314,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,4,Apr 1 2016,Spring,151112,3172,2157,199,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,5,May 1 2016,Spring,201718,3632,2217,296,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,6,Jun 1 2016,Summer,211706,3356,1520,123,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,7,Jul 1 2016,Summer,210359,2740,1709,87,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,8,Aug 1 2016,Summer,188340,2946,2273,84,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,9,Sep 1 2016,Autumn,200906,3027,2217,16,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,10,Oct 1 2016,Autumn,146250,2808,2150,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,11,Nov 1 2016,Autumn,69404,2047,1956,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2016,12,Dec 1 2016,Winter,33290,408,137,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,1,Jan 1 2017,Winter,21549,338,113,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,2,Feb 1 2017,Winter,38248,886,552,0,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,3,Mar 1 2017,Spring,128508,0,0,6,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,4,Apr 1 2017,Spring,155286,0,0,6,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,5,May 1 2017,Spring,188726,0,0,25,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,6,Jun 1 2017,Summer,193060,0,0,3,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,7,Jul 1 2017,Summer,192767,0,0,3,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,8,Aug 1 2017,Summer,177764,0,0,7,38.68,-109.57
Arches NP,Arches National Park,Arches,ARCH,National Park,Intermountain,UT,2017,9,Sep 1 2017,Autumn,187603,0,0,9,38.68,-109.57
