Park,Name,ShortName,Unit Code,Park Type,Region,State,Year,Month,Date,Season,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2013,7,Jul 1 2013,Summer,131384,3699,3070,177,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2013,8,Aug 1 2013,Summer,118507,3564,3270,135,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2013,9,Sep 1 2013,Autumn,67226,2263,3235,82,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2013,10,Oct 1 2013,Autumn,31036,30,86,31,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2013,11,Nov 1 2013,Autumn,30961,16,16,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2013,12,Dec 1 2013,Winter,8416,0,0,3,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,1,Jan 1 2014,Winter,2014,3,14,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,2,Feb 1 2014,Winter,3189,8,0,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,3,Mar 1 2014,Spring,6561,19,27,24,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,4,Apr 1 2014,Spring,9771,130,65,18,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,5,May 1 2014,Spring,58639,786,829,261,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,6,Jun 1 2014,Summer,120562,2792,2336,158,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,7,Jul 1 2014,Summer,135149,3734,3208,137,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,8,Aug 1 2014,Summer,106684,3313,3081,129,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,9,Sep 1 2014,Autumn,77436,2630,2757,81,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,10,Oct 1 2014,Autumn,30721,359,613,38,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,11,Nov 1 2014,Autumn,5762,27,40,2,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2014,12,Dec 1 2014,Winter,3092,3,3,1,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,1,Jan 1 2015,Winter,2007,3,5,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,2,Feb 1 2015,Winter,2206,3,0,1,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,3,Mar 1 2015,Spring,9291,103,78,9,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,4,Apr 1 2015,Spring,16932,362,224,17,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,5,May 1 2015,Spring,37725,1269,1118,247,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,6,Jun 1 2015,Summer,99939,3186,2859,33,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,7,Jul 1 2015,Summer,123938,3305,3982,60,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,8,Aug 1 2015,Summer,112087,3569,3189,61,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,9,Sep 1 2015,Autumn,75035,1466,3100,67,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,10,Oct 1 2015,Autumn,71329,610,424,29,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,11,Nov 1 2015,Autumn,23944,86,27,3,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2015,12,Dec 1 2015,Winter,5600,5,5,2,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,1,Jan 1 2016,Winter,3699,14,3,2,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,2,Feb 1 2016,Winter,3769,19,5,1,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,3,Mar 1 2016,Spring,11237,165,84,5,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,4,Apr 1 2016,Spring,12701,230,254,26,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,5,May 1 2016,Spring,71977,1498,1555,28,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,6,Jun 1 2016,Summer,122044,3148,3785,28,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,7,Jul 1 2016,Summer,162933,3178,3880,35,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,8,Aug 1 2016,Summer,160125,3842,3750,43,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,9,Sep 1 2016,Autumn,101499,2079,3380,24,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,10,Oct 1 2016,Autumn,78667,508,921,21,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,11,Nov 1 2016,Autumn,23088,154,108,5,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2016,12,Dec 1 2016,Winter,2141,0,5,14,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,1,Jan 1 2017,Winter,1905,3,11,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,2,Feb 1 2017,Winter,3459,8,11,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,3,Mar 1 2017,Spring,7957,14,54,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,4,Apr 1 2017,Spring,22137,319,275,20,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,5,May 1 2017,Spring,79745,1148,1102,92,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,6,Jun 1 2017,Summer,109297,3359,4058,76,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,7,Jul 1 2017,Summer,156123,3810,3434,170,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,8,Aug 1 2017,Summer,160360,3505,3896,97,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,9,Sep 1 2017,Autumn,92235,2206,4288,85,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,10,Oct 1 2017,Autumn,54859,316,605,44,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,11,Nov 1 2017,Autumn,18214,27,16,3,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2017,12,Dec 1 2017,Winter,1712,8,0,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,1,Jan 1 2018,Winter,2950,0,3,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,2,Feb 1 2018,Winter,2149,3,5,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,3,Mar 1 2018,Spring,9140,40,19,31,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,4,Apr 1 2018,Spring,16926,49,14,11,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,5,May 1 2018,Spring,83865,1828,2576,47,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,6,Jun 1 2018,Summer,132489,3758,4115,131,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,7,Jul 1 2018,Summer,176271,3078,3281,151,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,8,Aug 1 2018,Summer,138851,3494,4304,151,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,9,Sep 1 2018,Autumn,103766,2130,3351,81,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,10,Oct 1 2018,Autumn,62543,310,513,11,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,11,Nov 1 2018,Autumn,16265,14,51,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2018,12,Dec 1 2018,Winter,4174,3,3,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,1,Jan 1 2019,Winter,2515,3,3,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,2,Feb 1 2019,Winter,1187,0,0,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,3,Mar 1 2019,Spring,5935,11,32,1,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,4,Apr 1 2019,Spring,10516,181,248,24,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,5,May 1 2019,Spring,75682,1893,2133,114,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,6,Jun 1 2019,Summer,134590,3475,4163,155,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,7,Jul 1 2019,Summer,149425,3769,4722,134,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,8,Aug 1 2019,Summer,135584,3305,5184,189,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,9,Sep 1 2019,Autumn,110576,3815,3488,104,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,10,Oct 1 2019,Autumn,46043,359,483,11,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,11,Nov 1 2019,Autumn,17086,43,57,1,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2019,12,Dec 1 2019,Winter,2519,8,11,2,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,1,Jan 1 2020,Winter,2103,5,5,0,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,2,Feb 1 2020,Winter,4190,0,3,2,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,3,Mar 1 2020,Spring,12204,73,97,6,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,4,Apr 1 2020,Spring,3278,0,0,23,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,5,May 1 2020,Spring,19618,0,0,421,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,6,Jun 1 2020,Summer,106279,0,0,504,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,7,Jul 1 2020,Summer,124698,0,0,508,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,8,Aug 1 2020,Summer,118836,0,0,562,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,9,Sep 1 2020,Autumn,87640,0,0,458,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,10,Oct 1 2020,Autumn,50212,105,311,98,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,11,Nov 1 2020,Autumn,15371,30,70,8,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2020,12,Dec 1 2020,Winter,6874,14,19,1,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,1,Jan 1 2021,Winter,6866,11,43,16,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,2,Feb 1 2021,Winter,5162,3,19,2,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,3,Mar 1 2021,Spring,15125,113,159,13,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,4,Apr 1 2021,Spring,11993,232,510,70,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,5,May 1 2021,Spring,76738,1804,1998,98,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,6,Jun 1 2021,Summer,150232,3526,3658,258,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,7,Jul 1 2021,Summer,176113,3370,3880,210,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,8,Aug 1 2021,Summer,157639,3254,4436,175,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,9,Sep 1 2021,Autumn,130018,2851,5616,109,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,10,Oct 1 2021,Autumn,55777,513,1623,48,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,11,Nov 1 2021,Autumn,8235,62,122,55,46.97,-103.45
Theodore Roosevelt NP,Theodore Roosevelt National Park,Theodore Roosevelt,THRO,National Park,Midwest,ND,2021,12,Dec 1 2021,Winter,2187,3,32,0,46.97,-103.45
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,1,Jan 1 2012,Winter,4331,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,2,Feb 1 2012,Winter,10485,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,3,Mar 1 2012,Spring,3458,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,4,Apr 1 2012,Spring,362,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,5,May 1 2012,Spring,30198,0,0,5825,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,6,Jun 1 2012,Summer,49339,0,0,7270,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,7,Jul 1 2012,Summer,67433,0,0,9607,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,8,Aug 1 2012,Summer,44457,0,0,6135,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,9,Sep 1 2012,Autumn,3808,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,10,Oct 1 2012,Autumn,335,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,11,Nov 1 2012,Autumn,164,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2012,12,Dec 1 2012,Winter,471,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,1,Jan 1 2013,Winter,3884,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,2,Feb 1 2013,Winter,9536,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,3,Mar 1 2013,Spring,3703,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,4,Apr 1 2013,Spring,178,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,5,May 1 2013,Spring,27846,0,0,3845,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,6,Jun 1 2013,Summer,46580,0,0,4377,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,7,Jul 1 2013,Summer,50700,0,0,5296,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,8,Aug 1 2013,Summer,50648,0,0,5374,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,9,Sep 1 2013,Autumn,26620,0,0,2258,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,10,Oct 1 2013,Autumn,11133,0,0,439,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,11,Nov 1 2013,Autumn,2400,0,0,218,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2013,12,Dec 1 2013,Winter,162,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,1,Jan 1 2014,Winter,4866,0,0,4,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,2,Feb 1 2014,Winter,7595,0,0,12,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,3,Mar 1 2014,Spring,4176,0,0,16,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,4,Apr 1 2014,Spring,1418,0,0,22,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,5,May 1 2014,Spring,28634,0,0,3497,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,6,Jun 1 2014,Summer,46978,0,0,5642,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,7,Jul 1 2014,Summer,51718,0,0,8497,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,8,Aug 1 2014,Summer,52321,0,0,11346,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,9,Sep 1 2014,Autumn,27023,0,0,2264,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,10,Oct 1 2014,Autumn,11078,0,0,602,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,11,Nov 1 2014,Autumn,2425,0,0,39,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2014,12,Dec 1 2014,Winter,928,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,1,Jan 1 2015,Winter,6365,0,0,4,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,2,Feb 1 2015,Winter,6917,0,0,18,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,3,Mar 1 2015,Spring,3643,0,0,4,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,4,Apr 1 2015,Spring,246,0,0,25,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,5,May 1 2015,Spring,28579,0,0,4812,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,6,Jun 1 2015,Summer,48435,0,0,11578,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,7,Jul 1 2015,Summer,51910,0,0,16157,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,8,Aug 1 2015,Summer,51686,0,0,11587,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,9,Sep 1 2015,Autumn,27018,0,0,5337,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,10,Oct 1 2015,Autumn,10977,0,0,876,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,11,Nov 1 2015,Autumn,2387,0,0,64,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2015,12,Dec 1 2015,Winter,150,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,1,Jan 1 2016,Winter,5105,0,0,10,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,2,Feb 1 2016,Winter,8502,0,0,32,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,3,Mar 1 2016,Spring,3004,0,0,0,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,4,Apr 1 2016,Spring,350,0,0,24,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,5,May 1 2016,Spring,28844,0,0,5508,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,6,Jun 1 2016,Summer,48611,0,0,12026,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,7,Jul 1 2016,Summer,54668,0,0,15324,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,8,Aug 1 2016,Summer,51770,0,0,7331,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,9,Sep 1 2016,Autumn,27569,0,0,5529,48.5,-92.88
Voyageurs NP,Voyageurs National Park,Voyageurs,VOYA,National Park,Midwest,MN,2016,10,Oct 1 2016,Autumn,11002,0,0,632,48.5,-92.88
